1	12.0334
2	10.7535
3	11.6744
4	12.0926
5	10.8447
6	11.4005
7	10.8791
8	12.0144
9	11.8334
10	12.0545
11	11.1582
12	12.3924
13	11.5682
14	11.8035
15	11.5292
16	11.9831
17	11.2777
18	12.1594
19	13.5819
20	11.5057
21	11.3285
22	12.1312
23	11.306
24	12.8851
25	11.5443
26	10.7859
27	11.437
28	11.4648
29	12.0396
30	12.1175
31	12.9495
32	10.4888
33	10.9492
34	12.9682
35	12.256
36	11.1718
37	11.7187
38	11.8981
39	12.2215
40	12.4571
41	12.3575
42	11.2029
43	12.061
44	11.1225
45	11.5584
46	11.5648
47	11.1733
48	11.4222
49	10.759
50	12.0787
51	12.8769
52	12.2038
53	12.6851
54	11.3568
55	12.4827
56	11.9773
57	11.8484
58	11.9639
59	11.6967
60	11.157
61	11.0437
62	11.9834
63	11.5738
64	12.7748
65	12.593
66	11.1804
67	12.4724
68	11.4761
69	11.6291
70	10.6051
71	12.1222
72	12.0815
73	12.0507
74	12.3041
75	12.387
76	11.2338
77	12.0564
78	11.2063
79	12.337
80	11.1966
81	12.0359
82	11.8509
83	11.4911
84	10.8132
85	11.9767
86	12.2981
87	10.6195
88	11.3961
89	11.7837
90	12.5481
91	11.6495
92	12.1018
93	11.0936
94	12.7043
95	11.9435
96	11.9128
97	11.8818
98	12.3578
99	11.3943
100	12.2764
