1	811.127
2	832.884
3	963.727
4	929.655
5	957.93
6	1078.04
7	914.73
8	874.962
9	789.66
10	834.278
11	832.384
12	866.128
13	804.733
14	955.152
15	926.469
16	840.667
17	902.293
18	894.407
19	981.473
20	1005.8
21	900.626
22	874.266
23	1026.46
24	911.346
25	787.869
26	935.137
27	905.447
28	936.638
29	890.453
30	941.417
31	871.864
32	859.11
33	905.416
34	917.69
35	851.582
36	831.656
37	925.573
38	961.002
39	906.152
40	723.789
41	819.269
42	927.472
43	890.579
44	776.081
45	949.907
46	1031.11
47	929.808
48	956.288
49	881.028
50	809.099
51	894.336
52	967.534
53	882.297
54	1028.08
55	1036.64
56	972.377
57	981.207
58	824.18
59	883.845
60	1116.52
61	922.208
62	1005.78
63	883.466
64	889.662
65	844.865
66	789.434
67	1041.59
68	1013.99
69	881.418
70	906.554
71	901.369
72	829.562
73	1048.76
74	895.085
75	996.825
76	914.481
77	1078.71
78	867.67
79	974.742
80	906.847
81	861.305
82	947.829
83	1046.46
84	902.668
85	906.196
86	1012.57
87	831.17
88	998.141
89	784.275
90	1033.67
91	786.164
92	876.477
93	742.973
94	984.073
95	842.362
96	793.546
97	915.672
98	1019.81
99	947.43
100	921.432
