1	1567.5
2	1503
3	1551.19
4	1260.83
5	1432.24
6	1511.98
7	1353.38
8	1443.39
9	1306.86
10	1539.88
11	1450.45
12	1495.26
13	1380.22
14	1442.94
15	1408.99
16	1495.2
17	1615.95
18	1516.15
19	1520.95
20	1700.14
21	1450.78
22	1718.98
23	1873.52
24	1452.03
25	1533.05
26	1502.72
27	1542.97
28	1640.05
29	1594.66
30	1400.46
31	1653.03
32	1510.86
33	1550.26
34	1704.08
35	1576.67
36	1489.11
37	1659.54
38	1506.11
39	1389.04
40	1424.43
41	1602.74
42	1381.44
43	1306.21
44	1614.5
45	1429.37
46	1565.57
47	1331.52
48	1616.51
49	1388.8
50	1396.79
51	1403.24
52	1522.38
53	1483.86
54	1486.75
55	1444.63
56	1517.04
57	1674.51
58	1456.46
59	1585.83
60	1362.43
61	1515.97
62	1304.41
63	1643.3
64	1462.18
65	1268.76
66	1339.88
67	1489.17
68	1580.79
69	1438.6
70	1466.33
71	1360.96
72	1394.61
73	1475.21
74	1458.08
75	1666.12
76	1634.39
77	1381.26
78	1562.12
79	1388.2
80	1505.82
81	1517.29
82	1402.65
83	1450.98
84	1262.35
85	1297.47
86	1515.6
87	1443.15
88	1365.72
89	1285.08
90	1449.55
91	1351.7
92	1295.96
93	1489.33
94	1388.18
95	1449.39
96	1454.2
97	1384.76
98	1665.35
99	1442.07
100	1317.69
