1	42.1994
2	40.1011
3	39.2993
4	39.7682
5	42.2058
6	39.4433
7	43.1251
8	41.2151
9	44.7148
10	39.6897
11	39.8246
12	42.1479
13	42.9102
14	45.3054
15	42.3775
16	44.1972
17	41.5053
18	44.741
19	39.0709
20	41.3126
21	40.8431
22	42.9674
23	44.4483
24	40.6179
25	42.2351
26	43.4037
27	39.6082
28	42.0461
29	42.24
30	43.5438
31	40.6398
32	43.0942
33	40.7316
34	43.7654
35	39.7727
36	44.3731
37	38.598
38	40.5791
39	42.5738
40	41.2818
41	39.345
42	40.1425
43	42.3512
44	44.7708
45	40.8979
46	43.4784
47	39.6148
48	46.2747
49	40.8663
50	38.8641
51	42.98
52	41.2553
53	37.7276
54	41.8659
55	40.1904
56	46.1224
57	44.145
58	41.5848
59	38.9316
60	43.2123
61	42.6955
62	42.3955
63	41.0726
64	40.4197
65	43.8902
66	41.9699
67	41.964
68	43.4014
69	42.4309
70	44.0858
71	41.3986
72	39.9209
73	38.4249
74	38.3965
75	45.1413
76	43.8323
77	42.1419
78	42.9192
79	47.1232
80	38.7034
81	39.0709
82	46.2333
83	41.8745
84	47.2603
85	42.537
86	38.2184
87	39.5095
88	42.2967
89	45.7782
90	44.4364
91	42.7767
92	41.0081
93	47.2556
94	40.483
95	42.2761
96	42.0281
97	44.5972
98	39.6377
99	41.6294
100	39.9071
