1	33.9346
2	37.0605
3	34.8566
4	34.3035
5	34.0076
6	34.1276
7	33.7165
8	32.6466
9	31.775
10	33.6597
11	33.2358
12	35.0688
13	36.0786
14	34.7819
15	30.4935
16	28.4818
17	28.668
18	36.4488
19	32.6897
20	27.6614
21	28.7467
22	33.9888
23	33.8631
24	34.2213
25	37.6558
26	41.77
27	38.6445
28	36.9541
29	38.1331
30	32.0091
31	29.8891
32	37.9371
33	33.7684
34	33.6195
35	34.8768
36	30.8051
37	36.8291
38	33.5269
39	35.3775
40	36.2681
41	42.7048
42	36.1734
43	38.2353
44	36.41
45	35.2178
46	36.8556
47	35.119
48	29.0357
49	32.2472
50	34.7884
51	30.7739
52	27.4496
53	38.9466
54	38.1244
55	32.2266
56	29.2125
57	41.4195
58	30.207
59	27.8623
60	34.7854
61	36.6942
62	37.0419
63	41.5457
64	32.7617
65	32.5509
66	33.7159
67	35.3685
68	31.2073
69	29.9048
70	39.4235
71	34.1682
72	32.0949
73	36.4075
74	28.3639
75	31.0388
76	44.6172
77	36.6408
78	27.6553
79	38.5922
80	31.7931
81	30.8779
82	39.4018
83	34.2243
84	35.4618
85	35.0906
86	34.3582
87	33.0771
88	30.5192
89	32.534
90	34.0312
91	36.3008
92	30.66
93	30.0015
94	35.3277
95	37.7096
96	33.6115
97	29.2565
98	28.7591
99	30.3728
100	38.0918
