1	 37.0806
2	 86.9934
3	 720.782
4	 283.932
5	 419.132
6	 165.968
7	 174.507
8	 353.703
9	 191.509
10	 418.458
11	 573.466
12	 191.492
13	 240.247
14	 523.388
15	 53.6694
16	 57.304
17	 50.88
18	 58.2166
19	 50.7332
20	 49.3424
21	 637.663
22	 286.576
23	 1192.72
24	 289.658
25	 340.977
26	 416.372
27	 1206.82
28	 315.048
29	 414.028
30	 15.1659
31	 612.454
32	 54.6188
33	 361.624
34	 39.3665
35	 695.441
36	 451.003
37	 546.082
38	 496.867
39	 125.889
40	 68.1119
41	 534.109
42	 714.058
43	 382.36
44	 224.114
45	 394.568
46	 287.237
47	 302.941
48	 83.1139
49	 143.554
50	 144.029
51	 377.713
52	 247.401
53	 126.416
54	 52.1068
55	 567.368
56	 583.664
57	 498.466
58	 1109.28
59	 2304.54
60	 183.18
61	 705.297
62	 921.138
63	 66.0328
64	 557.212
65	 614.774
66	 189.127
67	 156.18
68	 159.907
69	 58.9687
70	 59.1115
71	 145.04
72	 51.0989
73	 1080.86
74	 72.7904
75	 769.006
76	 226.759
77	 198.608
78	 825.227
79	 167.608
80	 47.8905
81	 65.2552
82	 258.349
83	 111.348
84	 147.573
85	 257.024
86	 164.747
87	 614.769
88	 573.868
89	 88.8624
90	 54.6603
91	 631.586
92	 188.271
93	 43.9579
94	 1232.76
95	 312.506
96	 1268.79
97	 503.82
98	 56.3529
99	 357.906
100	 101.42
