1	 11.2037
2	 10.4042
3	 9.59659
4	 9.31155
5	 9.50413
6	 8.44414
7	 9.14542
8	 9.67866
9	 10.1166
10	 10.0931
11	 9.54212
12	 11.2791
13	 12.0783
14	 8.1768
15	 9.95431
16	 8.48702
17	 10.2102
18	 13.7231
19	 11.9472
20	 10.6973
21	 11.1118
22	 9.49459
23	 8.41863
24	 10.4151
25	 10.3103
26	 11.6765
27	 8.27003
28	 8.28397
29	 11.1884
30	 10.4777
31	 8.92949
32	 9.99041
33	 8.38933
34	 10.2311
35	 9.31262
36	 10.6183
37	 7.00676
38	 9.21836
39	 11.1964
40	 8.34105
41	 10.2643
42	 8.18738
43	 10.9
44	 9.91677
45	 9.80363
46	 9.92064
47	 9.19997
48	 9.48409
49	 10.4316
50	 10.4077
51	 11.0562
52	 10.717
53	 7.87668
54	 8.78942
55	 11.1945
56	 10.8018
57	 8.96321
58	 9.13738
59	 9.0665
60	 8.29162
61	 11.5052
62	 10.5599
63	 13.3724
64	 8.24626
65	 9.40608
66	 9.02656
67	 11.2834
68	 7.71764
69	 10.5446
70	 12.0297
71	 10.3475
72	 8.45821
73	 8.14694
74	 10.5983
75	 10.7592
76	 10.7965
77	 9.74816
78	 9.03738
79	 9.72835
80	 9.84348
81	 8.61737
82	 11.4029
83	 9.37117
84	 10.3324
85	 9.10152
86	 10.0664
87	 8.60975
88	 9.85444
89	 11.6581
90	 11.718
91	 11.2609
92	 8.88265
93	 9.39586
94	 10.4144
95	 9.36693
96	 8.24688
97	 6.49212
98	 8.47092
99	 9.49498
100	 8.28456
